AnalyteName	Alias	CAS_Number	UnitName	BeneficialUse	Objective	AveragingPeroid	Objective_Language	Evaluation_Guideline	Objective_Ref_Number	Eval_Ref_Number
Nickel	Nickel	7440-02-0	ug/L	MA	8.2	4	"The dissolved nickel criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 0.0082 mg/L (California Toxics Rule, 2000)."		476	
Nickel	Nickel	7440-02-0	ug/L	MU	100	7	"The Water Quality Control Plan for the Lahontan Region∆s Objective for Municipal and Domestic Supply uses of inland surface waters states that waters designated as MUN shall not contain concentrations of chemical constituents in excess of the maximum contaminant level (MCL) or secondary maximum contaminant level (SMCL). This is based upon drinking water standards specified in the following provisions of Title 22 of the California Code of Regulations which are incorporated by reference into the Water Quality Control Plan: Table 64431-A of Section 64431 (Inorganic Chemicals), Table 64431-B of Section 64431 (Fluoride), Table 64444-A of Section 64444 (Organic Chemicals), Table 64449-A of Section 64449 (Secondary Maximum Contaminant Levels-Ranges).  The maximum contaminant level listed in Table 64431-A for nickel is 0.1 mg/L."		2430	
Nickel	Nickel	7440-02-0	ug/L	WA	52	4	"The dissolved nickel criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater is 0.052 mg/L (California Toxics Rule, 2000). "		476	
Nitrate as N	Nitrate as N	14797-55-8	ug/L	MU	10000	7	"The California Maximum Contaminant Level for nitrate (NO3 as N) incorporated by reference in the Water Quality Control Plan, Lahontan Region is 10.0 mg/L (Water Quality Control Plan, Lahontan Region)."		2430	
Nitrate + Nitrite as N	Nitrate/Nitrite as N	Unknown	ug/L	MU	10000	7	"The California Maximum Contaminant Level for nitrate + nitrite (as N) that is incorporated by reference in the Water Quality Control Plan, Lahontan Region is 10.0 mg/L (Water Quality Control Plan, Lahontan Region)."		2430	
Nitrite as N	Nitrite as N	14797-65-0	ug/L	MU	1000	7	"The Water Quality Control Plan, Lahontan Basin, Objective for Municipal and Domestic Supply uses of inland surface waters states the following: waters shall not contain concentrations of inorganic chemicals in excess of the limits specified in California Code of Regulations, Title 22, Table 64431-A of section 64431 (Inorganic Chemicals).  The maximum contaminant level listed in Table 64431-A for Nitrite as N is 1.0 mg/L."		2430	
Nitrobenzene	Nitrobenzene	98-95-3	ug/L	CM	1900	4	"The Nitrobenzene criteria for the protection of human health from consumption of organisms only is 1,900 ug/L (California Toxics Rule, 2000)."		476	
Nitrobenzene	Nitrobenzene	98-95-3	ug/L	MU	17	4	"The Nitrobenzene criteria for the protection of human health from the consumption of water and organisms is 17 ug/L (California Toxics Rule, 2000)."		476	
"Nitrosodimethylamine, N-"	nitroso-di-methylamine	62-75-9	ug/L	CM	8.1	4	"The N-nitroso-di-methylamine criteria for the protection of human health from consumption of organisms only is 8.1 ug/L (California Toxics Rule, 2000)."		476	
"Nitrosodimethylamine, N-"	nitroso-di-methylamine	62-75-9	ug/L	MU	0.00069	4	"The N-nitroso-di-methylamine criteria for the protection of human health from the consumption of water and organisms is 0.00069ug/L (California Toxics Rule, 2000)."		476	
"Nitrosodi-n-propylamine, N-"	Nitroso-di-n-propylamine	621-64-7	ug/L	CM	1.4	4	"The N-Nitroso-di-n-propylamine criteria for the protection of human health from consumption of organisms only is 1.4 ug/L (California Toxics Rule, 2000)."		476	
"Nitrosodi-n-propylamine, N-"	Nitroso-di-n-propylamine	621-64-7	ug/L	MU	0.005	4	"The N-Nitroso-di-n-propylamine criteria for the protection of human health from the consumption of water and organisms is 0.005 ug/L (California Toxics Rule, 2000)."		476	
"Nitrosodiphenylamine, N-"	nitroso-di-phenylamine	86-30-6	ug/L	CM	16	4	"The N-nitroso-di-phenylamine criteria for the protection of human health from consumption of organisms only is 16 ug/L (California Toxics Rule, 2000)."		476	
"Nitrosodiphenylamine, N-"	nitroso-di-phenylamine	86-30-6	ug/L	MU	5	4	"The N-nitroso-di-phenylamine criteria for the protection of human health from the consumption of water and organisms is 5.0 ug/L (California Toxics Rule, 2000)."		476	
Nonylphenol	Nonylphenol	25154-52-3	ug/L	CO	6.6	4	"All waters shall be maintained free of toxic substances in concentrations which are toxic to, or which produce detrimental physiological responses in, human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	National Recommended Water Quality Criteria Continuous Concentrations (4-day average concentrations) for freshwater aquatic organisms exposure to nonylphenol is 6.6 ug/L. 	2430	4321
Nonylphenol	Nonylphenol	25154-52-3	ug/L	ES	1.7	4	"All waters shall be maintained free of toxic substances in concentrations which are toxic to, or which produce detrimental physiological responses in, human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	National Recommended Water Quality Criteria Continuous Concentrations (4-day average concentrations) for saltwater aquatic organisms exposure to nonylphenol is 1.7 ug/L. 	2430	4321
Nonylphenol	Nonylphenol	25154-52-3	ug/L	MA	1.7	4	"All waters shall be maintained free of toxic substances in concentrations which are toxic to, or which produce detrimental physiological responses in, human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	National Recommended Water Quality Criteria Continuous Concentrations (4-day average concentrations) for saltwater aquatic organisms exposure to nonylphenol is 1.7 ug/L. 	2430	4321
Nonylphenol	Nonylphenol	25154-52-3	ug/L	WA	6.6	4	"All waters shall be maintained free of toxic substances in concentrations which are toxic to, or which produce detrimental physiological responses in, human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."		2430	4321
Oxamyl	Oxamyl	23135-22-0	ug/L	MU	50	7	"The California Maximum Contaminant Level for Oxamyl incorporated by reference in the Water Quality Control Plan, Lahontan Region is 50 ug/L (Water Quality Control Plan, Lahontan Region). "		2430	
"Oxygen, Saturation"	Oxygen Saturation	Unknown	%	CO	80	7	The Water Quality Control Plan for the Lahontan Region's water quality objective states that the dissolved oxygen concentration shall not be less than 80 percent of saturation.		2430	
"Oxygen, Saturation"	Oxygen Saturation	Unknown	%	WA	80	7	The Water Quality Control Plan for the Lahontan Region's water quality objective states that the dissolved oxygen concentration shall not be less than 80 percent of saturation.		2430	
PCBs (Polychlorinated biphenyls)	PCB  Arochlors	Unknown	ug/L	CM	0.00017	4	"The PCB total Arochlors continuous concentration criteria (expressed as a 4-day average) for the protection of human health from the consumption of water and organisms is 0.00017ug/L (California Toxics Rule, 2000) "		476	
PCBs (Polychlorinated biphenyls)	PCB  Congeners	Unknown	ug/L	CM	0.00017	4	"The PCB, total Congeners criteria for the protection of human health from consumption of organisms only is 0.00017 ug/L (California Toxics Rule, 2000)."		476	
PCBs (Polychlorinated biphenyls)	PCB  Congeners	Unknown	ug/L	CO	0.014	4	"The PCB, total Aroclors criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater is 0.014 ug/L.  This value corresponds to the sum of aroclors 1242, 1254, 1221, 1232, 1248, 1260, and 1016 (California Toxics Rule, 2000).  "		476	
PCBs (Polychlorinated biphenyls)	PCB  Congeners	Unknown	ug/L	ES	0.03	4	"The PCB, total Aroclors criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 0.03 ug/L.  This value corresponds to the sum of aroclors 1242, 1254, 1221, 1232, 1248, 1260, and 1016 (California Toxics Rule, 2000).  "		476	
PCBs (Polychlorinated biphenyls)	PCB  Congeners	Unknown	ug/L	MA	0.03	4	"The PCB, total Aroclors criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 0.03 ug/L.  This value corresponds to the sum of aroclors 1242, 1254, 1221, 1232, 1248, 1260, and 1016 (California Toxics Rule, 2000).  "		476	
PCBs (Polychlorinated biphenyls)	PCB  Congeners	Unknown	ug/L	MU	0.00017	4	"The PCBs criteria for the protection of human health from the consumption of water and organisms is 0.00017 ug/L (California Toxics Rule, 2000)."		476	
PCBs (Polychlorinated biphenyls)	PCB  Congeners	Unknown	ug/L	WA	0.014	4	"The PCB, total Aroclors criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater is 0.014 ug/L.  This value corresponds to the sum of aroclors 1242, 1254, 1221, 1232, 1248, 1260, and 1016 (California Toxics Rule, 2000).  "		476	
Pentachlorophenol	Pentachlorophenol	87-86-5	ug/L	CM	8.2	4	"The Pentachlorophenol criteria for the protection of human health from consumption of organisms only is 8.2 ug/L (California Toxics Rule, 2000)."		476	
Pentachlorophenol	Pentachlorophenol	87-86-5	ug/L	CO	15	4	"The Pentachlorophenol criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater is pH dependant.  Using a default pH value of 7.8 is 15 ug/L.  (California Toxics Rule, 2000).  "		476	
Pentachlorophenol	Pentachlorophenol	87-86-5	ug/L	ES	7.9	4	"The Pentachlorophenol criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 7.9 ug/L (California Toxics Rule, 2000).  "		476	
Pentachlorophenol	Pentachlorophenol	87-86-5	ug/L	MA	7.9	4	"The Pentachlorophenol criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in saline water is 7.9 ug/L (California Toxics Rule, 2000).  "		476	
Pentachlorophenol	Pentachlorophenol	87-86-5	ug/L	MU	1	7	"The California Maximum Contaminant Level for Pentachlorophenol incorporated by reference in the Water Quality Control Plan, Lahontan Region is 1 ug/L (Water Quality Control Plan, Lahontan Region). "		2430	
Pentachlorophenol	Pentachlorophenol	87-86-5	ug/L	WA	15	4	"The Pentachlorophenol criterion continuous concentration (expressed as a 4-day average) to protect aquatic life in freshwater is pH dependant.  Using a default pH value of 7.8 is 15 ug/L.  (California Toxics Rule, 2000).  "		476	
"Permethrin, Total"		52645-53-1	ug/L	CO	0.03	1	"All waters shall be maintained free of toxic substances in concentrations which are toxic to, or which produce detrimental physiological responses in, human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The interim criteria maximum concentration to protect aquatic life in freshwater is 0.03 ug/L (DFG 00-6, 2000)."	2430	3734
"Permethrin, Total"		52645-53-1	ug/L	ES	0.001	1	"All waters shall be maintained free of toxic substances in concentrations which are toxic to, or which produce detrimental physiological responses in, human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The interim criteria maximum concentration to protect aquatic life in saline water is 0.001 ug/L (DFG 00-6, 2000)."	2430	3734
"Permethrin, Total"		52645-53-1	ug/L	MA	0.001	1	"All waters shall be maintained free of toxic substances in concentrations which are toxic to, or which produce detrimental physiological responses in, human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The interim criteria maximum concentration to protect aquatic life in saline water is 0.001 ug/L (DFG 00-6, 2000)."	2430	3734
"Permethrin, Total"		52645-53-1	ug/L	WA	0.03	1	"All waters shall be maintained free of toxic substances in concentrations which are toxic to, or which produce detrimental physiological responses in, human, plant, animal, or aquatic life (Water Quality Control Plan, Lahontan Region)."	"The interim criteria maximum concentration to protect aquatic life in freshwater is 0.03 ug/L (DFG 00-6, 2000)."	2430	3734
pH	High	Unknown	none	CO	8.5	7	"The Lahontan Basin Plan's regionwide objective for pH states: ""In fresh waters with designated beneficial uses of COLD or WARM, changes in normal ambient pH levels shall not exceed 0.5 pH units. For all other waters of the region, the pH shall not be depressed below 6.5 nor raised above 8.5 units. The Regional Board recognizes that some waters of the Region may have natural pH levels outside of the 6.5 to 8.5 range. Compliance with the pH objective for these waters will be determined on a case-by-case basis."""		2430	
pH	Low	Unknown	none	CO	6.5	7	"The Lahontan Basin Plan's regionwide objective for pH states: ""In fresh waters with designated beneficial uses of COLD or WARM, changes in normal ambient pH levels shall not exceed 0.5 pH units. For all other waters of the region, the pH shall not be depressed below 6.5 nor raised above 8.5 units. The Regional Board recognizes that some waters of the Region may have natural pH levels outside of the 6.5 to 8.5 range. Compliance with the pH objective for these waters will be determined on a case-by-case basis."""		2430	
pH	High	Unknown	none	MU	8.5	7	"The Lahontan Basin Plan's regionwide objective for pH states: ""In fresh waters with designated beneficial uses of COLD or WARM, changes in normal ambient pH levels shall not exceed 0.5 pH units. For all other waters of the region, the pH shall not be depressed below 6.5 nor raised above 8.5 units. The Regional Board recognizes that some waters of the Region may have natural pH levels outside of the 6.5 to 8.5 range. Compliance with the pH objective for these waters will be determined on a case-by-case basis."""		2430	
pH	Low	Unknown	none	MU	6.5	7	"The Lahontan Basin Plan's regionwide objective for pH states: ""In fresh waters with designated beneficial uses of COLD or WARM, changes in normal ambient pH levels shall not exceed 0.5 pH units. For all other waters of the region, the pH shall not be depressed below 6.5 nor raised above 8.5 units. The Regional Board recognizes that some waters of the Region may have natural pH levels outside of the 6.5 to 8.5 range. Compliance with the pH objective for these waters will be determined on a case-by-case basis."""		2430	
pH	High	Unknown	none	WA	8.5	7	"The Lahontan Basin Plan's regionwide objective for pH states: ""In fresh waters with designated beneficial uses of COLD or WARM, changes in normal ambient pH levels shall not exceed 0.5 pH units. For all other waters of the region, the pH shall not be depressed below 6.5 nor raised above 8.5 units. The Regional Board recognizes that some waters of the Region may have natural pH levels outside of the 6.5 to 8.5 range. Compliance with the pH objective for these waters will be determined on a case-by-case basis."""		2430	
